last_name, first_name,player_id,year,exit_velocity_avg,launch_angle_avg,sweet_spot_percent,barrel,barrel_batted_rate,solidcontact_percent,flareburner_percent,poorlyunder_percent,poorlytopped_percent,poorlyweak_percent,hard_hit_percent,avg_best_speed,avg_hyper_speed,z_swing_percent,z_swing_miss_percent,oz_swing_percent,oz_swing_miss_percent,oz_contact_percent,out_zone_swing_miss,out_zone_swing,out_zone_percent,out_zone,meatball_swing_percent,meatball_percent,pitch_count_offspeed,pitch_count_fastball,pitch_count_breaking,pitch_count,iz_contact_percent,in_zone_swing_miss,in_zone_swing,in_zone_percent,in_zone,edge_percent,edge,whiff_percent,swing_percent,pull_percent,straightaway_percent,opposite_percent,batted_ball,f_strike_percent,groundballs_percent,groundballs,flyballs_percent,flyballs,linedrives_percent,linedrives,popups_percent,popups,pop_2b_sba_count,pop_2b_sba,pop_2b_sb,pop_2b_cs,pop_3b_sba_count,pop_3b_sba,pop_3b_sb,pop_3b_cs,exchange_2b_3b_sba,maxeff_arm_2b_3b_sba,n_outs_above_average,n_fieldout_5stars,n_opp_5stars,n_5star_percent,n_fieldout_4stars,n_opp_4stars,n_4star_percent,n_fieldout_3stars,n_opp_3stars,n_3star_percent,n_opp_2stars,n_2star_percent,n_fieldout_2stars,n_1star_percent,n_fieldout_1stars,n_opp_1stars,rel_league_reaction_distance,rel_league_burst_distance,rel_league_routing_distance,rel_league_bootup_distance,f_bootup_distance,n_bolts,hp_to_1b,sprint_speed,
Seager, Corey,608369,2022,91.1,13.6,38.4,52,10.5,9.9,24.2,25.1,28.1,1.8,45.5,101.598305628,7.219542252,80.6,14.9,30.5,54.8,45.2,198,361,52.2,1183,92.4,7.5,424,1073,771,2268,85.1,130,875,47.8,1085,42.9,972,26.5,54.5,39.6,35.6,24.8,495,65.1,40.2,199,30.3,150,25.9,128,3.6,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.67,26.1,
Winker, Jesse,608385,2022,87.7,16.8,32,27,7.6,3.1,26.1,31.5,28.1,3.4,34.3,98.674499266,5.339254492,68,14.3,18.8,40,60,84,210,50.1,1117,78.1,6.8,277,1313,636,2229,85.4,108,756,49.9,1112,44.3,988,19.9,43.3,36.5,37.4,26.1,356,54.3,38.8,138,28.9,103,22.5,80,9.8,35,,,,,,,,,,,-10,0,16,0.0,0,13,0.0,1,10,10.0,9,77.8,7,100.0,20,20,-2.2,-2.6,0.8,-4.1,28.4,,4.67,25.4,
Godoy, Jose,608422,2022,78,-3,27.3,0,0,9.1,9.1,9.1,45.5,27.3,18.2,92.572264,3.342053,82.9,27.6,48.1,40,52,10,25,59.8,52,66.7,6.9,15,49,23,87,72.4,8,29,40.2,35,37.9,33,33.3,62.1,63.6,0,36.4,11,77.3,45.5,5,9.1,1,27.3,3,18.2,2,4,1.99,2.05,1.93,0,,,,0.72,79.8,,,,,,,,,,,,,,,,,,,,,,,,25.3,
Mazara, Nomar,608577,2022,86.1,17.6,35.3,5,4.2,8.4,26.1,30.3,27.7,3.4,32.8,97.016111333,4.550589748,65,19.5,29.7,41.4,58.6,46,111,52.4,374,68.6,7.1,58,421,226,714,80.5,43,221,47.6,340,40.6,290,26.8,46.5,33.6,38.7,27.7,119,58.5,36.1,43,29.4,35,26.9,32,7.6,9,,,,,,,,,,,1,0,7,0.0,0,1,0.0,1,3,33.3,4,100.0,4,100.0,15,15,-0.9,-1.4,0.7,-1.7,31.2,,4.57,26.3,
Murphy, Tom,608596,2022,94.3,13.4,45,4,20,5,35,15,20,5,60,104.918625,10.028022,69.6,23.6,25.5,53.8,46.2,14,26,56.4,102,70,5.5,18,97,66,181,76.4,13,55,43.6,79,36.5,66,33.3,44.8,45,30,25,20,61.9,35,7,30,6,35,7,0,0,2,2.04,2.04,,1,1.49,1.49,,0.8,82.6,,,,,,,,,,,,,,,,,,,,,,,,26.7,
Jankowski, Travis,608671,2022,80.5,-3.2,22.2,0,0,2.2,15.6,13.3,55.6,13.3,22.2,92.702330952,2.908144524,61.7,5.4,19.6,22.2,63,6,27,53.5,138,62.5,6.2,29,160,69,258,90.5,4,74,46.5,120,42.6,110,9.9,39.1,33.3,40,26.7,45,54.7,73.3,33,6.7,3,11.1,5,8.9,4,,,,,,,,,,,1,0,1,0.0,0,2,0.0,3,4,75.0,4,100.0,4,100.0,2,2,-2.7,-1,0.8,-2.9,32.4,6,4.18,29.0,
Mayfield, Jack,608686,2022,84.5,13.5,24.5,1,1.9,3.8,22.6,35.8,35.8,0,24.5,93.707298519,3.084710943,64.1,14.6,32.3,43.9,53.7,18,41,49.8,127,77.3,8.6,31,124,100,255,84.1,12,82,50.2,128,45.5,116,24.4,48.2,47.2,24.5,28.3,53,63.5,45.3,24,30.2,16,17,9,7.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.42,27.3,
Plawecki, Kevin,608700,2022,89.3,11.4,28.3,0,0,6.5,26.8,27.5,36.2,2.2,37.7,99.158922794,5.839090221,65,12.3,28.4,37.4,61.6,37,99,50,349,71.2,9.5,68,417,208,698,87.2,28,227,50,349,42.7,298,19.9,46.7,37.7,40.6,21.7,138,61.8,47.8,66,21,29,25.4,35,5.8,8,29,2.11,2.11,2.1,0,,,,0.75,75.9,,,,,,,,,,,,,,,,,,,,,,,4.91,24.8,
Refsnyder, Rob,608701,2022,89.9,13.1,49.1,12,10.9,11.8,31.8,15.5,27.3,2.7,44.5,100.556991091,6.660920727,59.1,20.4,25.1,35.6,64.4,32,90,48.9,358,73.4,8.7,100,401,231,732,79.6,45,221,51.1,374,44.3,324,24.8,42.5,39.1,32.7,28.2,110,62.7,37.3,41,24.5,27,34.5,38,3.6,4,,,,,,,,,,,-2,1,4,25.0,2,3,66.7,1,2,50.0,5,80.0,4,60.0,3,5,-0.9,0.1,0.8,0,33.1,,4.47,27.1,
Reynolds, Matt,608703,2022,90.2,5.6,36.5,5,3,9,26.3,16.8,43.1,0.6,42.4,99.450327831,6.04816097,59.1,15.3,25.4,59.2,40.8,84,142,52.3,558,59,7.3,90,632,341,1080,84.7,46,300,47.7,508,40.5,432,29.2,41.5,26.3,42.5,31.1,167,60.7,51.5,86,20.4,34,26.3,44,1.8,3,,,,,,,,,,,0,0,1,0.0,0,2,0.0,0,0,,2,100.0,2,,0,0,0.4,-3.2,-0.4,-3.2,31.1,,4.58,27.4,
Meneses, Joey,608841,2022,91.4,9.5,39,17,9.9,5.8,26.7,19.2,35.5,2.3,47.1,101.552249535,7.227615673,66.6,16.4,30.4,38.5,61.5,55,143,50.2,471,64.5,8.1,101,553,284,938,83.6,51,311,49.8,467,41,385,23.3,48.4,34.3,37.8,27.9,172,67.1,47.7,82,23.8,41,25.6,44,2.9,5,,,,,,,,,,,-2,0,4,0.0,0,0,,1,3,33.3,2,100.0,2,60.0,3,5,-0.7,-1,0.8,-0.9,32,,4.71,25.8,
Hernandez, Elier,609274,2022,84,30.7,36.8,1,5.3,0,31.6,47.4,10.5,5.3,15.8,92.420282,2.379245263,70.1,34,41.4,51.7,48.3,15,29,51.1,70,70,7.3,23,70,44,137,66,16,47,48.9,67,56.2,77,40.8,55.5,47.4,15.8,36.8,19,71.4,15.8,3,47.4,9,26.3,5,10.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.4,
Mondesi, Adalberto,609275,2022,88,7.8,16.7,1,3.3,3.3,23.3,23.3,26.7,20,26.7,97.560296923,4.799797692,73.3,33.8,29.1,65.6,34.4,21,32,51.2,110,90,9.3,37,105,73,215,63.6,26,77,48.8,105,39.5,85,43.1,50.7,40,36.7,23.3,30,59.3,56.7,17,23.3,7,10,3,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,27.4,
Andujar, Miguel,609280,2022,84.4,9.2,34.3,4,3.7,4.6,29.6,25,30.6,5.6,31.5,97.706368148,4.953611028,66,16.6,39.6,33.3,66.7,36,108,53.4,273,66.7,7.6,67,253,189,511,83.4,26,157,46.6,238,43.6,223,23.4,51.9,34.3,42.6,23.1,108,62.9,40.7,44,19.4,21,28.7,31,11.1,12,,,,,,,,,,,1,0,2,0.0,0,0,,1,1,100.0,2,100.0,2,100.0,6,6,1.4,0.9,-1.8,0.3,33.2,,4.51,27.4,
Vosler, Jason,613564,2022,84.7,15.2,41.4,3,4.3,8.6,27.1,27.1,28.6,4.3,25.7,96.156387143,4.284307101,64,17.2,31.5,42,56.5,29,69,52.3,219,69.7,7.9,54,220,143,419,82,22,128,47.7,200,46.1,193,25.9,47,50,31.4,18.6,70,60.9,37.1,26,22.9,16,30,21,10,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.55,26.7,
Cordero, Franchy,614173,2022,89.7,12.7,39,19,12.3,10.4,21.4,22.1,25.3,8.4,45.5,103.480728533,7.902442667,70,27,30.7,57,42.5,102,179,53.5,584,77.6,7,187,622,277,1091,72.1,96,355,46.5,507,41.6,454,37.1,48.9,40.3,34.4,25.3,154,60.9,39.6,61,27.9,43,26.6,41,5.8,9,,,,,,,,,,,-3,0,3,0.0,0,1,0.0,0,2,0.0,3,100.0,3,75.0,3,4,0.3,-0.6,-0.8,-1.2,30.6,4,4.27,28.6,
Reyes, Franmil,614177,2022,92,9.9,27.8,32,11.3,8.5,19,22.2,37.7,1.1,45.8,102.075082606,7.415814488,68.5,25.2,28.3,63.8,36.2,173,271,51.6,956,74.2,6.9,139,973,739,1853,74.8,155,614,48.4,897,42.7,791,37.1,47.8,37.7,34.9,27.5,284,61.3,47.9,136,22.9,65,22.2,63,7,20,,,,,,,,,,,-1,0,1,0.0,0,0,,0,0,,0,,0,,0,0,,,,,,,4.8,26.0,
Torrens, Luis,620443,2022,90.3,8.9,34,5,4.9,4.9,35.9,19.4,31.1,2.9,46.6,99.276666863,6.392982059,66.3,15.8,25.9,57.1,42.9,48,84,47.9,324,78.3,8.9,67,359,251,677,84.2,37,234,52.1,353,43,291,26.7,47,29.1,42.7,28.2,103,62.7,46.6,48,17.5,18,30.1,31,5.8,6,19,1.99,1.98,2.02,2,1.6,1.6,,0.75,82.3,,,,,,,,,,,,,,,,,,,,,,,4.79,26.0,
Martin Jr., Richie,621006,2022,86.5,6.4,30,1,5,5,25,25,30,10,35,97.404105,4.934049,61,22.2,23.9,41.2,58.8,7,17,54.6,71,80,11.5,13,74,43,130,77.8,8,36,45.4,59,37.7,49,28.3,40.8,25,55,20,20,57.6,50,10,20,4,25,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.8,
Schrock, Max,621011,2022,82.8,19.4,25,0,0,5,20,35,35,5,25,94.127482,3.096783,69.8,10,52.3,34.8,65.2,8,23,50.6,44,66.7,10.3,11,42,34,87,90,3,30,49.4,43,48.3,42,20.8,60.9,15,40,45,20,70.4,40,8,15,3,25,5,20,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.6,
Swanson, Dansby,621020,2022,90.2,15.7,37,50,10.8,8,27.1,25.3,26.4,2.2,46.3,100.839209567,6.810341952,72.4,23.8,26.3,49.6,50.4,179,361,49.9,1372,84.2,8.1,287,1479,973,2751,76.2,238,998,50.1,1379,44.1,1213,30.7,49.4,38.7,36.4,24.9,462,67.5,38.3,177,29.4,136,26.8,124,5.4,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,4.33,28.4,
Newman, Kevin,621028,2022,85.8,13.1,31.7,4,1.6,3.3,28.8,25.9,33.3,6.2,27.2,96.298301429,4.167220464,64.9,9.1,31.2,29.2,70.2,49,168,49.8,538,69.2,8.4,95,629,356,1080,90.3,32,352,50.2,542,46.8,505,15.6,48.1,37,42.8,20.2,243,65.4,44,107,18.9,46,28,68,9.1,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.39,27.9,
Taylor, Chris,621035,2022,87.4,20.4,40.8,25,10.2,6.1,24.5,31.8,21.2,5.7,38,98.711167025,5.447132946,75.2,32.4,23,66.4,33.6,146,220,48.3,957,88.6,8.4,271,1137,559,1980,67.6,249,769,51.7,1023,44.1,874,39.9,49.9,41.6,32.7,25.7,245,62.1,32.2,79,32.7,80,28.6,70,6.5,16,,,,,,,,,,,1,0,22,0.0,1,3,33.3,8,11,72.7,8,100.0,8,100.0,11,11,-1.2,-0.3,0.4,-1.2,32.2,,4.35,28.5,
Correa, Carlos,621043,2022,89.9,11.6,35.3,46,11.4,5.7,25.4,23.7,29.4,4.4,44.7,101.992873251,7.284200765,63.2,15.3,27,36.6,63.4,124,339,52,1257,70.6,7,238,1350,831,2419,84.7,112,734,48,1162,42.4,1025,22,44.4,38.5,39.5,22,405,58.2,42,170,25.9,105,25.7,104,6.4,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4.58,27.1,
Phillips, Brett,621433,2022,88.5,22.8,32.1,5,4.5,5.4,25,34.8,23.2,7.1,29.5,97.432571887,4.851488396,63.8,33,22.6,54.8,40.4,57,104,46.8,460,77.3,9,137,628,214,982,65.5,110,333,53.2,522,41.6,409,38.2,44.5,46.4,33.9,19.6,112,62.2,33.9,38,30.4,34,23.2,26,12.5,14,,,,,,,,,,,11,4,9,44.4,1,4,25.0,11,11,100.0,12,100.0,12,100.0,9,9,1.9,2.6,-0.2,4.2,38.8,3,4.15,28.9,
Taylor, Tyrone,621438,2022,88,16.9,34.7,27,9.9,7.3,20.8,27.7,28.1,5.8,37.6,99.154219632,5.742033346,68.8,15.7,32.3,50.2,49.8,121,241,49,746,77.5,6.7,165,814,538,1522,84.1,84,534,51,776,41.8,636,26.5,50.9,40.9,38.3,20.8,274,63,38.3,105,33.2,91,21.5,59,6.9,19,,,,,,,,,,,6,0,17,0.0,2,6,33.3,12,15,80.0,21,100.0,21,95.0,19,20,0.7,0.9,-0.4,1.2,35.7,2,4.5,28.5,
Buxton, Byron,621439,2022,92.9,21.4,34.2,37,16.4,7.1,18.7,31.6,23.6,2.7,50.2,103.777473894,8.593327289,66.1,25,26.8,57.4,42.6,116,202,49.2,753,83.2,8.2,191,849,485,1529,75,128,513,50.8,776,41.4,633,34.1,46.8,54.2,27.6,18.2,225,56,30.7,69,36,81,21.3,48,12,27,,,,,,,,,,,8,1,6,16.7,4,6,66.7,6,6,100.0,14,100.0,14,100.0,9,9,-1,0.1,0.3,-0.6,33.8,23,4.16,29.1,
Brinson, Lewis,621446,2022,87.8,12,30.4,3,13,8.7,8.7,26.1,30.4,13,34.8,99.819679091,6.272659524,59.7,20.9,38.5,51.4,48.6,19,37,57.1,96,63.6,6.5,28,69,71,168,76.7,9,43,42.9,72,36.3,61,35,47.6,47.8,34.8,17.4,23,59,47.8,11,17.4,4,21.7,5,13,3,,,,,,,,,,,-1,0,3,0.0,0,0,,0,0,,2,50.0,1,,0,0,-1.2,-1.6,0.7,-2.2,33,1,,28.9,
Bolt, Skye,621450,2022,89.2,9.3,29.9,4,5.2,3.9,19.5,29.9,37.7,2.6,35.1,98.380471053,5.373823467,67.4,22,27.9,43.5,53.6,30,69,51.1,247,78.4,7.7,81,227,175,483,78,35,159,48.9,236,40.4,195,28.5,47.2,37.7,40.3,22.1,77,61.2,48.1,37,24.7,19,22.1,17,5.2,4,,,,,,,,,,,2,0,7,0.0,1,2,50.0,2,2,100.0,5,80.0,4,100.0,12,12,-0.1,0.8,0.3,0.9,35.3,1,4.45,27.8,
Duggar, Steven,621453,2022,92.9,16.9,34.4,2,6.3,21.9,18.8,25,28.1,0,46.9,101.723999375,7.580566563,63.1,29.2,25.2,77.5,22.5,31,40,48.6,159,57.6,10.1,61,187,79,327,69.8,31,106,51.4,168,42.8,140,42.5,44.6,28.1,40.6,31.3,32,65.8,40.6,13,34.4,11,21.9,7,3.1,1,,,,,,,,,,,-1,0,1,0.0,0,0,,0,1,0.0,3,66.7,2,100.0,4,4,-0.1,-0.2,-0.2,-0.6,32.8,,,28.0,
Rios, Edwin,621458,2022,88.5,10.9,46,7,14,8,28,18,28,4,40,99.4546952,5.782557,68.4,28.9,31.8,48.1,51.9,26,54,49,170,65.4,7.5,58,149,138,347,71.1,35,121,51,177,43.5,151,34.9,50.4,42,36,22,50,69.2,38,19,34,17,28,14,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.62,25.3,
Ward, Taylor,621493,2022,90,15.8,41.8,47,12.4,7.4,26.3,25.3,25,3.4,42.9,100.184571947,6.439550026,62.2,16,20.5,40.9,58.7,96,235,49.8,1145,78.9,7,199,1332,765,2297,84,115,717,50.2,1152,44.3,1017,22.2,41.4,38.4,36.1,25.5,380,58.7,35.5,135,31.3,119,27.1,103,6.1,23,,,,,,,,,,,1,0,19,0.0,3,12,25.0,10,15,66.7,14,92.9,13,100.0,23,23,0.1,0.8,0.5,1.3,34.6,6,4.4,28.4,
Nido, Tomas,621512,2022,86.3,8.3,40.1,14,6.3,8.1,24.8,15.3,35.1,9.9,33.3,97.78503301,4.921847902,81.6,29,42.1,43.5,54.4,104,239,53.2,568,91.3,6.5,137,580,350,1067,69.5,118,407,46.8,499,44,469,34.4,60.5,26.6,43.7,29.7,222,69.6,53.2,118,19.4,43,24.8,55,2.7,6,29,1.96,1.95,1.97,3,1.53,1.53,,0.63,77.4,,,,,,,,,,,,,,,,,,,,,,,4.82,25.6,
Bemboom, Anthony,621532,2022,90.1,7,30.6,2,5.6,2.8,16.7,22.2,41.7,8.3,36.1,99.029268824,6.197804545,65.6,17.5,22.1,44.4,55.6,12,27,50,122,78.9,7.8,36,149,59,244,82.5,14,80,50,122,38.9,95,24.3,43.9,38.9,41.7,19.4,36,50.8,55.6,20,22.2,8,13.9,5,8.3,3,5,1.99,2,1.95,0,,,,0.76,82.5,,,,,,,,,,,,,,,,,,,,,,,4.52,26.9,
Wisdom, Patrick,621550,2022,90.7,21,29.8,41,14.2,6.2,15.6,33.2,24.6,4.8,46.3,102.164032394,7.695873993,70.5,26.3,26.4,61.6,38.1,181,294,50.6,1114,83.6,8,196,1185,816,2233,73.7,202,768,49.4,1089,43.8,965,36.4,48.1,48.1,32.2,19.7,289,64.8,34.9,101,31.8,92,20.4,59,12.8,37,,,,,,,,,,,-2,0,4,0.0,1,2,50.0,0,1,0.0,3,66.7,2,66.7,2,3,-0.2,-2.2,-0.7,-3.2,31.1,,4.5,27.8,
Wendle, Joey,621563,2022,87.5,3,27.9,5,1.7,5,25.2,21.3,42.9,3.7,36.2,98.002213624,5.083673569,66.6,10.1,39.8,27.8,69.8,71,255,50,640,73.1,7.3,144,737,398,1281,89.2,43,427,50,641,42.2,541,16.7,53.2,31.6,37.2,31.2,301,68.2,55.1,166,19.3,58,23.3,70,2.3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.29,27.3,
Olson, Matt,621566,2022,92.9,16.1,33.8,61,13.6,7.6,22,27.6,27.1,2,50.9,103.665099911,8.545680491,73.9,23.3,28.4,41.6,58.2,183,440,53.6,1549,80.4,6.7,380,1599,900,2893,76.6,231,993,46.4,1343,41.7,1205,28.9,49.5,38.7,39.3,22,450,62.6,39.6,178,28.4,128,22,99,10,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.65,26.3,
Duffy, Matt,622110,2022,87.1,9.9,38.8,5,2.8,5.1,28.7,24.2,37.6,1.1,25.8,96.07908618,4.086828814,64.1,11.8,25.6,49.1,50.9,56,114,47.8,446,73.4,6.9,104,542,288,934,88.2,37,313,52.2,488,45.5,425,21.8,45.7,24.7,39.9,35.4,178,57.9,46.1,82,25.8,46,25.3,45,2.8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.56,26.8,
Munoz, Yairo,622168,2022,85,1.3,14.9,2,4.3,2.1,14.9,17,55.3,6.4,36.2,97.975921667,5.119471277,79.8,13.3,38.5,50,50,20,40,50,104,100,5.3,15,93,97,208,85.5,11,83,50,104,41.8,87,25.2,59.1,46.8,31.9,21.3,47,71.7,66,31,17,8,12.8,6,4.3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.33,28.6,
Walton, Donovan,622268,2022,86.1,7.7,33.3,3,5,3.3,16.7,30,41.7,3.3,31.7,96.609348667,4.307646667,68,5.8,36.6,39.6,60.4,21,53,48.7,145,88,8.4,47,151,100,298,91.3,6,104,51.3,153,43.3,129,17.2,52.7,36.7,38.3,25,60,69.2,48.3,29,26.7,16,20,12,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.32,27.6,
Margot, Manuel,622534,2022,89.5,10.2,30.9,10,3.7,3.7,28.3,24.2,34.6,5.2,37.9,99.958428538,6.191039654,74.4,15.6,32.5,44.3,54.5,104,235,51.8,724,78.6,8,121,776,500,1397,83.4,78,501,48.2,673,42.9,599,24.7,52.7,26,46.8,27.1,269,60.2,46.1,124,17.5,47,26.8,72,9.7,26,,,,,,,,,,,0,0,7,0.0,4,8,50.0,6,7,85.7,8,75.0,6,91.7,11,12,1.6,0.1,-0.9,0.8,34.5,3,4.34,27.9,
Reyes, Pablo,622569,2022,83.6,1.1,15.4,0,0,0,7.7,30.8,46.2,15.4,7.7,90.542616667,1.624936667,58.8,0,36,33.3,66.7,3,9,42.4,25,71.4,11.9,5,36,18,59,100,0,20,57.6,34,39,23,10.3,49.2,38.5,46.2,15.4,13,68.8,61.5,8,7.7,1,15.4,2,15.4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.2,
Camargo, Johan,622666,2022,86.4,11.6,37.1,3,2.6,2.6,24.1,30.2,34.5,6,27.6,96.285072982,4.157890439,68.1,19.2,33.8,33.6,66.4,46,137,56.4,405,72.7,6.1,153,403,162,718,80.8,41,213,43.6,313,42.6,306,24.9,48.7,41.4,33.6,25,116,62,43.1,50,22.4,26,26.7,31,7.8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.72,24.8,
Reyes, Victor,622682,2022,87.9,10.9,35.5,12,5,5,31.4,21.9,30.6,6.2,36.8,98.899174333,5.571189707,71.5,24.6,42.6,30.7,68.6,90,293,53.5,687,75.9,6.8,232,710,339,1283,73.9,105,426,46.5,596,44.1,566,27.1,56,38,34.7,27.3,242,59.2,45.5,110,19.4,47,28.5,69,6.6,16,,,,,,,,,,,-2,0,10,0.0,1,6,16.7,5,9,55.6,11,81.8,9,100.0,17,17,-0.4,-1.4,0.2,-1.6,32.5,,4.5,27.5,
Mateo, Jorge,622761,2022,86.8,14.8,35.5,21,6,5.7,21.6,29.5,30.7,6.3,32.7,98.63578407,5.337279593,72.6,20.1,36.6,50.8,48.4,191,376,51.9,1028,79.5,7.4,193,1049,739,1982,78.1,139,693,48.1,954,41.1,814,30.9,53.9,34.9,36.1,29,352,67.9,38.6,136,25.9,91,26.7,94,8.8,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,4.2,30.1,
Heineman, Tyler,623168,2022,82.7,19.9,34,0,0,0.7,30.6,36.1,20.8,11.8,13.2,92.651305672,2.496265038,73.5,9.8,36.5,26.9,71.3,29,108,49.2,296,71.4,9.3,102,361,138,602,88,22,225,50.8,306,44,265,15.3,55.3,38.2,34.7,27.1,144,64.9,39.6,57,25.7,37,22.2,32,12.5,18,29,1.94,1.94,1.96,0,,,,0.63,77.2,,,,,,,,,,,,,,,,,,,,,,,4.45,26.7,
Velazquez, Andrew,623205,2022,88,8.2,33,14,6.6,6.6,24.1,18.9,33.5,9.9,34,98.780373093,5.494339433,76.7,26.5,29.4,55.1,43.3,103,187,48.3,637,87,7.6,209,772,331,1320,70.4,139,524,51.7,683,43.9,579,34,53.9,30.7,43.4,25.9,212,67,50.9,108,24.5,52,20.3,43,4.2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,4.23,29.2,
Bote, David,623520,2022,92.4,7.9,34.7,5,6.9,8.3,30.6,12.5,34.7,5.6,55.6,102.8376175,8.457184366,61,20.9,28,61.8,38.2,42,68,49.2,243,64.7,6.9,43,283,168,494,79.1,32,153,50.8,251,46,227,33.5,44.7,43.1,31.9,23.6,72,63,48.6,35,11.1,8,30.6,22,8.3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,26.7,
Ramirez, Harold,623912,2022,88.5,4.8,32.2,16,4.8,6.6,26.9,17.9,37.3,6.3,41.2,101.050881737,6.664812126,72.8,16.5,41.8,39.5,60.5,138,349,52.9,835,75.8,6.3,173,832,571,1578,83.5,89,541,47.1,743,40.8,644,25.5,56.4,35.8,43.3,20.9,335,65.9,51.9,174,16.4,55,26.3,88,5.4,18,,,,,,,,,,,2,0,4,0.0,1,1,100.0,1,1,100.0,2,100.0,2,100.0,5,5,-0.1,-1.1,0.4,-0.9,29.8,1,4.33,28.1,
Santander, Anthony,623993,2022,90.1,21.4,33.5,53,11.6,8.1,21.7,31.9,23,3.7,43.3,101.330998114,6.979132939,65.5,14,32.5,34.4,65.6,157,457,53.8,1406,70.7,6.9,506,1466,643,2618,86,111,792,46.2,1209,43.1,1126,21.5,47.7,43.1,35.7,21.2,457,59.8,32.2,147,28.7,131,23.4,107,15.8,72,,,,,,,,,,,-4,0,22,0.0,0,6,0.0,10,18,55.6,15,93.3,14,86.7,13,15,-0.8,-0.7,0.7,-0.8,32.3,,4.67,26.4,
Alonso, Pete,624413,2022,89.8,18.2,34.5,59,12.3,4.8,23.8,30.1,24.1,4.8,44.8,102.849215397,7.616516548,70.8,15.7,33.5,38.1,61.9,180,472,56.2,1408,84.7,5.5,233,1465,808,2507,84.3,122,778,43.8,1099,44.2,1109,24.2,49.9,41.4,34.1,24.5,478,56.4,36.4,174,30.5,146,23,110,10,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.67,25.6,
Arroyo, Christian,624414,2022,88.9,9.1,34.9,15,6.4,4.3,34,18.3,31.9,5.1,42.1,100.637264188,6.490642232,76.9,9.7,39.9,39.6,60.4,86,217,52.3,544,81.3,7.2,106,583,349,1041,90.1,37,382,47.7,497,43.5,453,20.5,57.5,33.2,41.3,25.5,235,65.8,47.2,111,19.1,45,27.7,65,6,14,,,,,,,,,,,-3,0,2,0.0,0,3,0.0,1,3,33.3,3,100.0,3,100.0,1,1,0.2,-0.4,0,-0.2,31.9,,4.42,27.8,
Biggio, Cavan,624415,2022,87.9,19.6,36.2,12,6.9,8.6,23,32.8,27,1.1,32.8,97.288596395,4.792310174,62.4,19,16.4,54.5,44.6,55,101,48,615,82.2,7,254,709,316,1282,80.3,79,416,52,667,44.5,571,25.9,40.3,46,31,23,174,60.4,35.6,62,37.4,65,19.5,34,6.9,12,,,,,,,,,,,1,0,4,0.0,0,0,,2,3,66.7,1,100.0,1,100.0,2,2,0.7,0.3,0.3,1.3,36.1,,4.35,28.5,
Frazier, Adam,624428,2022,85.1,13.6,37.7,7,1.5,4,28.9,28.5,32.8,4.2,24.5,95.048135872,3.524067936,68.3,9.1,28.8,27.2,71.8,85,312,49.5,1084,79.4,8.6,272,1321,588,2191,90.6,69,756,50.5,1107,42.9,939,14.4,48.7,35.1,38.1,26.8,478,61.7,41.8,200,23.8,114,27.8,133,6.5,31,,,,,,,,,,,0,0,1,0.0,1,1,100.0,1,3,33.3,8,75.0,6,100.0,4,4,-1,-1.5,-0.5,-2.9,31.4,,4.4,26.8,
Trevino, Jose,624431,2022,87.9,13,31,14,5.1,4,24.8,31,29.2,4.4,35,98.396823259,5.244987844,60.7,14.9,40,29.9,69.3,78,261,51.9,653,62.1,6.9,115,650,488,1259,84.8,55,368,48.1,606,42.8,539,21.1,50,35.4,40.5,24.1,274,63.7,40.9,112,27.7,76,23.4,64,8,22,29,1.99,2.01,1.95,1,1.54,1.54,,0.68,77.9,,,,,,,,,,,,,,,,,,,,,,,4.69,25.0,
